EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_CENSUS_METROPOLITAN_AREA	FR_RÉGION_MÉTROPOLITAINE_DE_RECENSEMENT	TOTAL
2021	Q4	Dec	2021	T4	déc.	Alberta	Alberta	Other - Alberta	Autres - Alberta	10
2023	Q4	Oct	2023	T4	oct.	Ontario	Ontario	Kingston	Kingston	175
2018	Q4	Nov	2018	T4	nov.	Manitoba	Manitoba	Winnipeg	Winnipeg	280
2021	Q2	May	2021	T2	mai	British Columbia	Colombie-Britannique	Victoria	Victoria	75
2021	Q3	Sep	2021	T3	sept.	British Columbia	Colombie-Britannique	Cranbrook	Cranbrook	5
2024	Q1	Mar	2024	T1	mars	Quebec	Québec	Rouyn-Noranda	Rouyn-Noranda	--
2015	Q4	Oct	2015	T4	oct.	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	20
2023	Q4	Nov	2023	T4	nov.	Ontario	Ontario	London	Londres	465
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	Peterborough	Peterborough	5
2016	Q4	Oct	2016	T4	oct.	Quebec	Québec	Matane	Matane	--
2016	Q3	Aug	2016	T3	août	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2018	Q3	Aug	2018	T3	août	Quebec	Québec	Lachute	Lachute	--
2015	Q1	Mar	2015	T1	mars	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	--
2025	Q2	May	2025	T2	mai	British Columbia	Colombie-Britannique	Salmon Arm	Salmon Arm	--
2016	Q4	Nov	2016	T4	nov.	Quebec	Québec	Sherbrooke	Sherbrooke	20
2020	Q4	Oct	2020	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	100
2017	Q3	Jul	2017	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	35
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	5
2018	Q3	Aug	2018	T3	août	Ontario	Ontario	Thunder Bay	Thunder Bay	40
2024	Q3	Aug	2024	T3	août	British Columbia	Colombie-Britannique	Kamloops	Kamloops	50
2023	Q4	Oct	2023	T4	oct.	Ontario	Ontario	Thunder Bay	Thunder Bay	95
2021	Q3	Jul	2021	T3	juil.	Nova Scotia	Nouvelle-Écosse	Other - Nova Scotia	Autres - Nouvelle-Écosse	50
2021	Q3	Aug	2021	T3	août	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	125
2020	Q1	Jan	2020	T1	janv.	Ontario	Ontario	Kingston	Kingston	25
2017	Q1	Jan	2017	T1	janv.	Manitoba	Manitoba	Winnipeg	Winnipeg	85
2016	Q3	Sep	2016	T3	sept.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	15
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	Lethbridge	Lethbridge	5
2019	Q3	Sep	2019	T3	sept.	Ontario	Ontario	Kawartha Lakes	Kawartha Lakes	10
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	Vancouver	Vancouver	465
2025	Q4	Oct	2025	T4	oct.	Quebec	Québec	Montréal	Montréal	1065
2018	Q3	Sep	2018	T3	sept.	British Columbia	Colombie-Britannique	Penticton	Penticton	--
2023	Q2	Apr	2023	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Corner Brook	Corner Brook	5
2018	Q3	Aug	2018	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	15
2018	Q2	Jun	2018	T2	juin	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	10
2018	Q3	Jul	2018	T3	juil.	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2021	Q4	Oct	2021	T4	oct.	Saskatchewan	Saskatchewan	Yorkton	Yorkton	5
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	25
2025	Q1	Feb	2025	T1	fév.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	10
2024	Q2	Jun	2024	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	105
2021	Q2	May	2021	T2	mai	British Columbia	Colombie-Britannique	Kelowna	Kelowna	15
2022	Q3	Aug	2022	T3	août	Ontario	Ontario	Essa	Essa	--
2018	Q2	Apr	2018	T2	avr.	Manitoba	Manitoba	Brandon	Brandon	10
2024	Q4	Nov	2024	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	35
2021	Q1	Feb	2021	T1	fév.	British Columbia	Colombie-Britannique	Nanaimo	Nanaimo	40
2022	Q4	Oct	2022	T4	oct.	Ontario	Ontario	Kingston	Kingston	90
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Salmon Arm	Salmon Arm	--
2025	Q3	Jul	2025	T3	juil.	Alberta	Alberta	Sylvan Lake	Sylvan Lake	--
2021	Q4	Oct	2021	T4	oct.	Alberta	Alberta	Lethbridge	Lethbridge	10
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	10
2019	Q2	Apr	2019	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	10
2019	Q4	Dec	2019	T4	déc.	Ontario	Ontario	Stratford	Stratford	--
2018	Q4	Dec	2018	T4	déc.	Ontario	Ontario	Other - Ontario	Autres - Ontario	80
2024	Q1	Jan	2024	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	50
2025	Q3	Aug	2025	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	90
2025	Q3	Sep	2025	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	35
2021	Q1	Jan	2021	T1	janv.	Ontario	Ontario	Hamilton	Hamilton	165
2019	Q2	Jun	2019	T2	juin	Ontario	Ontario	Brockville	Brockville	--
2018	Q4	Nov	2018	T4	nov.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	30
2020	Q1	Feb	2020	T1	fév.	Yukon	Yukon	Whitehorse	Whitehorse	5
2018	Q2	May	2018	T2	mai	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2021	Q1	Feb	2021	T1	fév.	British Columbia	Colombie-Britannique	Vernon	Vernon	--
2021	Q2	May	2021	T2	mai	Ontario	Ontario	Petawawa	Petawawa	--
2017	Q4	Dec	2017	T4	déc.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	--
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	Brandon	Brandon	--
2024	Q1	Jan	2024	T1	janv.	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	10
2021	Q4	Dec	2021	T4	déc.	New Brunswick	Nouveau-Brunswick	Edmundston	Edmundston	--
2016	Q3	Aug	2016	T3	août	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2024	Q3	Aug	2024	T3	août	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	--
2024	Q2	May	2024	T2	mai	Manitoba	Manitoba	Winkler	Winkler	--
2017	Q4	Nov	2017	T4	nov.	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2017	Q2	Jun	2017	T2	juin	Saskatchewan	Saskatchewan	Regina	Regina	25
2024	Q4	Dec	2024	T4	déc.	Alberta	Alberta	Lethbridge	Lethbridge	20
2022	Q2	Jun	2022	T2	juin	Alberta	Alberta	Calgary	Calgary	150
2020	Q2	Jun	2020	T2	juin	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	15
2017	Q3	Aug	2017	T3	août	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	20
2022	Q1	Mar	2022	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	15
2023	Q1	Feb	2023	T1	fév.	Ontario	Ontario	Hamilton	Hamilton	250
2020	Q4	Dec	2020	T4	déc.	Quebec	Québec	Rimouski	Rimouski	10
2020	Q4	Oct	2020	T4	oct.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	155
2025	Q4	Nov	2025	T4	nov.	British Columbia	Colombie-Britannique	Victoria	Victoria	65
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Greater Sudbury	Grand Sudbury	70
2019	Q3	Jul	2019	T3	juil.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	5
2023	Q3	Sep	2023	T3	sept.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	30
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	London	Londres	85
2021	Q2	May	2021	T2	mai	Quebec	Québec	Trois-Rivières	Trois-Rivières	--
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	Saint-Georges	Saint-Georges	--
2024	Q3	Aug	2024	T3	août	Ontario	Ontario	Timmins	Timmins	75
2018	Q3	Aug	2018	T3	août	Manitoba	Manitoba	Brandon	Brandon	5
2018	Q4	Dec	2018	T4	déc.	Ontario	Ontario	Peterborough	Peterborough	5
2015	Q2	Apr	2015	T2	avr.	Ontario	Ontario	Toronto	Toronto	685
2016	Q2	Jun	2016	T2	juin	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	20
2023	Q4	Oct	2023	T4	oct.	Quebec	Québec	Val-d'Or	Val-d'Or	5
2023	Q2	Jun	2023	T2	juin	Ontario	Ontario	London	Londres	805
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Kingston	Kingston	55
2023	Q4	Dec	2023	T4	déc.	Ontario	Ontario	Greater Sudbury	Grand Sudbury	40
2024	Q3	Jul	2024	T3	juil.	Ontario	Ontario	London	Londres	650
2018	Q2	Apr	2018	T2	avr.	Alberta	Alberta	Edmonton	Edmonton	100
2021	Q3	Sep	2021	T3	sept.	Quebec	Québec	Rimouski	Rimouski	10
2020	Q2	Apr	2020	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	15
2023	Q3	Aug	2023	T3	août	Quebec	Québec	Montréal	Montréal	1840
2023	Q4	Dec	2023	T4	déc.	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	40
2023	Q3	Aug	2023	T3	août	British Columbia	Colombie-Britannique	Vernon	Vernon	10
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	Brockville	Brockville	10
2024	Q4	Dec	2024	T4	déc.	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	10
2016	Q4	Nov	2016	T4	nov.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	30
2016	Q4	Dec	2016	T4	déc.	Nova Scotia	Nouvelle-Écosse	Other - Nova Scotia	Autres - Nouvelle-Écosse	5
2025	Q1	Jan	2025	T1	janv.	Saskatchewan	Saskatchewan	Estevan	Estevan	--
2018	Q3	Aug	2018	T3	août	Quebec	Québec	Rivière-du-Loup	Rivière-du-Loup	--
2022	Q3	Aug	2022	T3	août	Ontario	Ontario	Sault Ste. Marie	Sault Ste. Marie	10
2016	Q2	Jun	2016	T2	juin	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	10
2018	Q4	Nov	2018	T4	nov.	Manitoba	Manitoba	Thompson	Thompson	--
2017	Q3	Jul	2017	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	10
2019	Q2	Jun	2019	T2	juin	Alberta	Alberta	Wetaskiwin	Wetaskiwin	--
2025	Q3	Sep	2025	T3	sept.	British Columbia	Colombie-Britannique	Nelson	Nelson	10
2017	Q1	Mar	2017	T1	mars	Quebec	Québec	Saguenay	Saguenay	--
2022	Q1	Mar	2022	T1	mars	British Columbia	Colombie-Britannique	Campbell River	Campbell River	--
2024	Q2	Jun	2024	T2	juin	Quebec	Québec	Val-d'Or	Val-d'Or	--
2022	Q2	May	2022	T2	mai	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2021	Q1	Mar	2021	T1	mars	Ontario	Ontario	Port Hope	Port Hope	--
2022	Q3	Jul	2022	T3	juil.	Alberta	Alberta	Canmore	Canmore	--
2021	Q1	Feb	2021	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	5
2022	Q3	Jul	2022	T3	juil.	Ontario	Ontario	Sarnia	Sarnia	5
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	Other - Alberta	Autres - Alberta	45
2017	Q4	Dec	2017	T4	déc.	Quebec	Québec	Other - Quebec	Autres - Québec	65
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	20
2024	Q2	Jun	2024	T2	juin	Quebec	Québec	Saguenay	Saguenay	40
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	Wood Buffalo	Wood Buffalo	25
2018	Q4	Oct	2018	T4	oct.	Quebec	Québec	Saguenay	Saguenay	10
2018	Q2	May	2018	T2	mai	British Columbia	Colombie-Britannique	Trail	Trail	5
2023	Q2	May	2023	T2	mai	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	205
2019	Q2	Apr	2019	T2	avr.	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	140
2019	Q4	Dec	2019	T4	déc.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	35
2024	Q3	Sep	2024	T3	sept.	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	45
2025	Q2	Jun	2025	T2	juin	Alberta	Alberta	Other - Alberta	Autres - Alberta	30
2022	Q1	Feb	2022	T1	fév.	Nova Scotia	Nouvelle-Écosse	Kentville	Kentville	--
2024	Q2	Jun	2024	T2	juin	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	25
2015	Q4	Nov	2015	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	15
2021	Q1	Jan	2021	T1	janv.	Alberta	Alberta	Other - Alberta	Autres - Alberta	25
2017	Q1	Mar	2017	T1	mars	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	75
2019	Q1	Jan	2019	T1	janv.	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	25
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	London	Londres	90
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	--
2018	Q3	Aug	2018	T3	août	British Columbia	Colombie-Britannique	Terrace	Terrace	--
2019	Q4	Nov	2019	T4	nov.	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	--
2024	Q1	Jan	2024	T1	janv.	Ontario	Ontario	Sarnia	Sarnia	15
2024	Q1	Mar	2024	T1	mars	Ontario	Ontario	Cobourg	Cobourg	--
2015	Q2	Apr	2015	T2	avr.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	10
2025	Q4	Nov	2025	T4	nov.	Nova Scotia	Nouvelle-Écosse	New Glasgow	New Glasgow	--
2019	Q3	Aug	2019	T3	août	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	10
2023	Q1	Jan	2023	T1	janv.	Ontario	Ontario	Belleville - Quinte West	Belleville - Quinte West	10
2015	Q2	Apr	2015	T2	avr.	Ontario	Ontario	Guelph	Guelph	10
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Timmins	Timmins	--
2024	Q4	Oct	2024	T4	oct.	Ontario	Ontario	North Bay	North Bay	35
2015	Q1	Jan	2015	T1	janv.	Alberta	Alberta	Lethbridge	Lethbridge	--
2021	Q1	Feb	2021	T1	fév.	Quebec	Québec	Rivière-du-Loup	Rivière-du-Loup	5
2021	Q1	Mar	2021	T1	mars	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	--
2019	Q4	Oct	2019	T4	oct.	British Columbia	Colombie-Britannique	Penticton	Penticton	--
2016	Q3	Sep	2016	T3	sept.	Ontario	Ontario	Kingston	Kingston	10
2023	Q3	Sep	2023	T3	sept.	New Brunswick	Nouveau-Brunswick	Campbellton (New Brunswick part)	Campbellton (partie du Nouveau-Brunswick)	15
2020	Q2	Jun	2020	T2	juin	New Brunswick	Nouveau-Brunswick	Edmundston	Edmundston	10
2022	Q4	Oct	2022	T4	oct.	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	--
2016	Q2	Apr	2016	T2	avr.	Quebec	Québec	Shawinigan	Shawinigan	--
2025	Q2	Jun	2025	T2	juin	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	10
2019	Q2	Jun	2019	T2	juin	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	5
2016	Q1	Jan	2016	T1	janv.	British Columbia	Colombie-Britannique	Williams Lake	Williams Lake	--
2025	Q1	Feb	2025	T1	fév.	Nova Scotia	Nouvelle-Écosse	New Glasgow	New Glasgow	--
2016	Q3	Sep	2016	T3	sept.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	5
2018	Q2	Apr	2018	T2	avr.	Quebec	Québec	Québec	Québec	--
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	10
2019	Q1	Jan	2019	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Gander	Gander	--
2018	Q2	May	2018	T2	mai	British Columbia	Colombie-Britannique	Vernon	Vernon	--
2017	Q1	Jan	2017	T1	janv.	Saskatchewan	Saskatchewan	Lloydminster (Saskatchewan part)	Lloydminster (partie de la Saskatchewan)	--
2015	Q3	Jul	2015	T3	juil.	Alberta	Alberta	Lethbridge	Lethbridge	--
2025	Q4	Oct	2025	T4	oct.	British Columbia	Colombie-Britannique	Ladysmith	Ladysmith	--
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2015	Q2	May	2015	T2	mai	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	--
2022	Q2	Apr	2022	T2	avr.	Alberta	Alberta	Lethbridge	Lethbridge	10
2017	Q4	Nov	2017	T4	nov.	Quebec	Québec	Trois-Rivières	Trois-Rivières	5
2018	Q3	Sep	2018	T3	sept.	Ontario	Ontario	Brockville	Brockville	--
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	Kawartha Lakes	Kawartha Lakes	--
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Penticton	Penticton	5
2025	Q2	May	2025	T2	mai	Nova Scotia	Nouvelle-Écosse	New Glasgow	New Glasgow	--
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	Port Alberni	Port Alberni	--
2020	Q2	May	2020	T2	mai	Saskatchewan	Saskatchewan	Yorkton	Yorkton	--
2022	Q4	Nov	2022	T4	nov.	Quebec	Québec	Rouyn-Noranda	Rouyn-Noranda	--
2021	Q1	Mar	2021	T1	mars	Ontario	Ontario	Sault Ste. Marie	Sault Ste. Marie	--
2017	Q1	Jan	2017	T1	janv.	Ontario	Ontario	Brockville	Brockville	--
2017	Q2	Jun	2017	T2	juin	Quebec	Québec	Rimouski	Rimouski	--
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Duncan	Duncan	--
2015	Q4	Oct	2015	T4	oct.	Quebec	Québec	Rivière-du-Loup	Rivière-du-Loup	--
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Pembroke	Pembroke	--
2024	Q4	Dec	2024	T4	déc.	Quebec	Québec	Val-d'Or	Val-d'Or	--
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Midland	Midland	--
2015	Q4	Nov	2015	T4	nov.	Ontario	Ontario	Brantford	Brantford	--
2023	Q1	Mar	2023	T1	mars	Alberta	Alberta	Okotoks	Okotoks	--
2025	Q1	Feb	2025	T1	fév.	Ontario	Ontario	Owen Sound	Owen Sound	--
2024	Q1	Jan	2024	T1	janv.	Nunavut	Nunavut	Territories (outside Census agglomeration, Nunavut)	Territoires (à l'extérieur des agglomérations de recensement, Nunavut)	--
2020	Q4	Oct	2020	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Grand Falls-Windsor	Grand Falls-Windsor	--
2017	Q2	May	2017	T2	mai	Ontario	Ontario	Peterborough	Peterborough	--
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	Cobourg	Cobourg	--
2023	Q2	May	2023	T2	mai	Alberta	Alberta	Okotoks	Okotoks	--
2024	Q4	Dec	2024	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Other - Northwest Territories	Autres - Territoires du Nord-Ouest	--
2023	Q1	Mar	2023	T1	mars	Manitoba	Manitoba	Steinbach	Steinbach	--
2022	Q2	May	2022	T2	mai	Manitoba	Manitoba	Steinbach	Steinbach	--
2015	Q4	Nov	2015	T4	nov.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	15
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	45
2023	Q3	Jul	2023	T3	juil.	Ontario	Ontario	Peterborough	Peterborough	110
2017	Q3	Aug	2017	T3	août	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	15
2017	Q3	Jul	2017	T3	juil.	Ontario	Ontario	Toronto	Toronto	1650
2024	Q4	Dec	2024	T4	déc.	British Columbia	Colombie-Britannique	Nelson	Nelson	--
2019	Q2	May	2019	T2	mai	Nova Scotia	Nouvelle-Écosse	Halifax	Halifax	240
2024	Q3	Jul	2024	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	50
2021	Q2	Jun	2021	T2	juin	Yukon	Yukon	Whitehorse	Whitehorse	10
2023	Q4	Oct	2023	T4	oct.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	45
2023	Q2	Jun	2023	T2	juin	Manitoba	Manitoba	Brandon	Brandon	15
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Nanaimo	Nanaimo	5
2024	Q4	Oct	2024	T4	oct.	British Columbia	Colombie-Britannique	Vernon	Vernon	5
2020	Q4	Oct	2020	T4	oct.	Saskatchewan	Saskatchewan	Swift Current	Swift Current	10
2015	Q1	Mar	2015	T1	mars	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	--
2018	Q2	Apr	2018	T2	avr.	Quebec	Québec	Rivière-du-Loup	Rivière-du-Loup	--
2016	Q3	Jul	2016	T3	juil.	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	--
2017	Q3	Sep	2017	T3	sept.	Ontario	Ontario	London	Londres	125
2020	Q1	Jan	2020	T1	janv.	British Columbia	Colombie-Britannique	Squamish	Squamish	--
2018	Q2	Apr	2018	T2	avr.	Manitoba	Manitoba	Winnipeg	Winnipeg	205
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	100
2020	Q3	Jul	2020	T3	juil.	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	10
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	555
2018	Q2	Jun	2018	T2	juin	Quebec	Québec	Montréal	Montréal	745
2024	Q4	Oct	2024	T4	oct.	Ontario	Ontario	Orillia	Orillia	20
2025	Q4	Dec	2025	T4	déc.	Alberta	Alberta	Calgary	Calgary	950
2019	Q2	Apr	2019	T2	avr.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	230
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Victoria	Victoria	85
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2024	Q4	Oct	2024	T4	oct.	Ontario	Ontario	Peterborough	Peterborough	180
2019	Q1	Jan	2019	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	5
2021	Q4	Nov	2021	T4	nov.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	40
2018	Q3	Jul	2018	T3	juil.	Ontario	Ontario	Windsor	Windsor	130
2018	Q2	May	2018	T2	mai	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	85
2023	Q2	Apr	2023	T2	avr.	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Brockville	Brockville	--
2016	Q1	Feb	2016	T1	fév.	Ontario	Ontario	Essa	Essa	--
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Quesnel	Quesnel	--
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Timmins	Timmins	10
2019	Q3	Aug	2019	T3	août	Ontario	Ontario	Norfolk	Norfolk	--
2024	Q1	Jan	2024	T1	janv.	Alberta	Alberta	Other - Alberta	Autres - Alberta	80
2020	Q2	Jun	2020	T2	juin	Saskatchewan	Saskatchewan	Swift Current	Swift Current	--
2024	Q4	Dec	2024	T4	déc.	Alberta	Alberta	Wood Buffalo	Wood Buffalo	10
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Oshawa	Oshawa	15
2016	Q3	Aug	2016	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	20
2025	Q1	Mar	2025	T1	mars	Ontario	Ontario	Kawartha Lakes	Kawartha Lakes	5
2024	Q4	Nov	2024	T4	nov.	Manitoba	Manitoba	Winnipeg	Winnipeg	575
2016	Q1	Feb	2016	T1	fév.	British Columbia	Colombie-Britannique	Penticton	Penticton	--
2021	Q4	Oct	2021	T4	oct.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	25
2024	Q4	Nov	2024	T4	nov.	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	375
2018	Q2	Jun	2018	T2	juin	British Columbia	Colombie-Britannique	Victoria	Victoria	105
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Timmins	Timmins	5
2017	Q2	Apr	2017	T2	avr.	Alberta	Alberta	Calgary	Calgary	75
2020	Q3	Aug	2020	T3	août	Nova Scotia	Nouvelle-Écosse	Halifax	Halifax	50
2023	Q3	Sep	2023	T3	sept.	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	95
2023	Q4	Nov	2023	T4	nov.	Quebec	Québec	Trois-Rivières	Trois-Rivières	15
2018	Q4	Oct	2018	T4	oct.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	5
2021	Q3	Aug	2021	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	--
2023	Q1	Feb	2023	T1	fév.	Nunavut	Nunavut	Other - Nunavut	Autres - Nunavut	--
2020	Q2	May	2020	T2	mai	British Columbia	Colombie-Britannique	Port Alberni	Port Alberni	--
2016	Q2	Apr	2016	T2	avr.	Ontario	Ontario	Thunder Bay	Thunder Bay	10
2018	Q2	Apr	2018	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	10
